x-axis,1,2
second,Volt,Volt
-1.00000E-03,-124.62311E-03,+12.66331668E+00
-999.00E-06,-126.13065E-03,+12.71356794E+00
-998.00E-06,-124.62311E-03,+12.76381920E+00
-997.00E-06,-122.61306E-03,+12.51256291E+00
-996.00E-06,-124.62311E-03,+12.66331668E+00
-995.00E-06,-122.61306E-03,+12.51256291E+00
-994.00E-06,-123.61809E-03,+12.36180914E+00
-993.00E-06,-122.61306E-03,+12.46231166E+00
-992.00E-06,-122.61306E-03,+12.46231166E+00
-991.00E-06,-121.60804E-03,+12.61306543E+00
-990.00E-06,-122.61306E-03,+12.46231166E+00
-989.00E-06,-120.60301E-03,+12.26130663E+00
-988.00E-06,-122.61306E-03,+12.26130663E+00
-987.00E-06,-122.11055E-03,+12.31155789E+00
-986.00E-06,-119.59799E-03,+12.16080412E+00
-985.00E-06,-120.10050E-03,+12.46231166E+00
-984.00E-06,-116.58291E-03,+12.46231166E+00
-983.00E-06,-120.10050E-03,+12.26130663E+00
-982.00E-06,-117.58794E-03,+12.26130663E+00
-981.00E-06,-118.09045E-03,+12.26130663E+00
-980.00E-06,-118.59296E-03,+12.26130663E+00
-979.00E-06,-116.58291E-03,+12.06030160E+00
-978.00E-06,-117.58794E-03,+12.06030160E+00
-977.00E-06,-117.08543E-03,+11.95979909E+00
-976.00E-06,-114.57286E-03,+12.06030160E+00
-975.00E-06,-114.57286E-03,+12.06030160E+00
-974.00E-06,-114.57286E-03,+12.06030160E+00
-973.00E-06,-112.56281E-03,+11.85929658E+00
-972.00E-06,-112.56281E-03,+11.85929658E+00
-971.00E-06,-113.56784E-03,+11.65829155E+00
-970.00E-06,-113.56784E-03,+11.85929658E+00
-969.00E-06,-112.56281E-03,+11.65829155E+00
-968.00E-06,-112.56281E-03,+11.85929658E+00
-967.00E-06,-112.06030E-03,+11.80904532E+00
-966.00E-06,-109.54774E-03,+11.75879406E+00
-965.00E-06,-110.55276E-03,+11.80904532E+00
-964.00E-06,-108.54271E-03,+11.45728652E+00
-963.00E-06,-108.54271E-03,+11.50753778E+00
-962.00E-06,-107.53769E-03,+11.55778904E+00
-961.00E-06,-108.54271E-03,+11.60804029E+00
-960.00E-06,-106.53266E-03,+11.25628150E+00
-959.00E-06,-106.53266E-03,+11.30653275E+00
-958.00E-06,-105.52764E-03,+11.25628150E+00
-957.00E-06,-106.53266E-03,+11.25628150E+00
-956.00E-06,-104.52261E-03,+11.25628150E+00
-955.00E-06,-104.02010E-03,+11.05527647E+00
-954.00E-06,-104.52261E-03,+11.05527647E+00
