x-axis,1,2
second,Volt,Volt
-1.00000E-03,+343.09044E-03,+1.21640703E+00
-999.00E-06,+343.09044E-03,+1.21841708E+00
-998.00E-06,+343.09044E-03,+1.22042714E+00
-997.00E-06,+343.09044E-03,+1.21640703E+00
-996.00E-06,+343.09044E-03,+1.22444724E+00
-995.00E-06,+335.05024E-03,+1.22042714E+00
-994.00E-06,+339.07034E-03,+1.22042714E+00
-993.00E-06,+343.09044E-03,+1.22243719E+00
-992.00E-06,+343.09044E-03,+1.22444724E+00
-991.00E-06,+343.09044E-03,+1.23047739E+00
-990.00E-06,+343.09044E-03,+1.22444724E+00
-989.00E-06,+343.09044E-03,+1.22645729E+00
-988.00E-06,+343.09044E-03,+1.22444724E+00
-987.00E-06,+337.06029E-03,+1.22846734E+00
-986.00E-06,+339.07034E-03,+1.23248744E+00
-985.00E-06,+343.09044E-03,+1.23248744E+00
-984.00E-06,+351.13065E-03,+1.23248744E+00
-983.00E-06,+343.09044E-03,+1.23851759E+00
-982.00E-06,+335.05024E-03,+1.24052764E+00
-981.00E-06,+337.06029E-03,+1.24655779E+00
-980.00E-06,+343.09044E-03,+1.24052764E+00
-979.00E-06,+343.09044E-03,+1.24454774E+00
-978.00E-06,+343.09044E-03,+1.25258794E+00
-977.00E-06,+341.08039E-03,+1.24856784E+00
-976.00E-06,+343.09044E-03,+1.24856784E+00
-975.00E-06,+337.06029E-03,+1.25057789E+00
-974.00E-06,+339.07034E-03,+1.25660804E+00
-973.00E-06,+343.09044E-03,+1.26263819E+00
-972.00E-06,+343.09044E-03,+1.26464824E+00
-971.00E-06,+337.06029E-03,+1.26464824E+00
-970.00E-06,+339.07034E-03,+1.26866834E+00
-969.00E-06,+341.08039E-03,+1.26665829E+00
-968.00E-06,+343.09044E-03,+1.27268844E+00
-967.00E-06,+349.12060E-03,+1.27871859E+00
-966.00E-06,+343.09044E-03,+1.27268844E+00
-965.00E-06,+349.12060E-03,+1.28675879E+00
-964.00E-06,+343.09044E-03,+1.28876884E+00
-963.00E-06,+337.06029E-03,+1.28876884E+00
-962.00E-06,+347.11055E-03,+1.29278894E+00
-961.00E-06,+341.08039E-03,+1.29077889E+00
-960.00E-06,+343.09044E-03,+1.30484924E+00
-959.00E-06,+343.09044E-03,+1.29881909E+00
-958.00E-06,+343.09044E-03,+1.30886935E+00
-957.00E-06,+337.06029E-03,+1.31087940E+00
-956.00E-06,+335.05024E-03,+1.31288945E+00
-955.00E-06,+343.09044E-03,+1.31891960E+00
-954.00E-06,+339.07034E-03,+1.32092965E+00
